,sentiment
34828,positive
34829,positive
34830,positive
34831,neutral
34832,neutral
34833,neutral
34834,positive
34835,neutral
34836,neutral
34837,positive
34838,neutral
34839,positive
34840,positive
34841,neutral
34842,neutral
34843,neutral
34844,positive
34845,neutral
34846,neutral
34847,neutral
34848,neutral
34849,positive
34850,neutral
34851,positive
34852,neutral
34853,positive
34854,neutral
34855,positive
34856,neutral
34857,neutral
34858,positive
34859,neutral
34860,positive
34861,negative
34862,neutral
34863,positive
34864,neutral
34865,neutral
34866,neutral
34867,positive
34868,positive
34869,positive
34870,neutral
34871,neutral
34872,positive
34873,neutral
34874,negative
34875,positive
34876,positive
34877,neutral
34878,neutral
34879,positive
34880,neutral
34881,neutral
34882,neutral
34883,positive
34884,neutral
34885,negative
34886,neutral
34887,neutral
34888,neutral
34889,positive
34890,neutral
34891,positive
34892,neutral
34893,positive
34894,positive
34895,neutral
34896,neutral
34897,neutral
34898,negative
34899,neutral
34900,positive
34901,neutral
34902,neutral
34903,positive
34904,neutral
34905,neutral
34906,neutral
34907,neutral
34908,negative
34909,neutral
34910,positive
34911,neutral
34912,positive
34913,neutral
34914,positive
34915,neutral
34916,neutral
34917,neutral
34918,positive
34919,positive
34920,neutral
34921,neutral
34922,negative
34923,neutral
34924,neutral
34925,neutral
34926,neutral
34927,neutral
34928,neutral
34929,neutral
34930,neutral
34931,positive
34932,neutral
34933,positive
34934,neutral
34935,neutral
34936,neutral
34937,neutral
34938,neutral
34939,negative
34940,positive
34941,negative
34942,neutral
34943,neutral
34944,neutral
34945,neutral
34946,negative
34947,neutral
34948,positive
34949,neutral
34950,neutral
34951,positive
34952,positive
34953,positive
34954,neutral
34955,positive
34956,positive
34957,positive
34958,neutral
34959,positive
34960,positive
34961,positive
34962,positive
34963,positive
34964,neutral
34965,neutral
34966,neutral
34967,neutral
34968,positive
34969,neutral
34970,positive
34971,neutral
34972,positive
34973,neutral
34974,neutral
34975,neutral
34976,positive
34977,neutral
34978,neutral
34979,neutral
34980,neutral
34981,neutral
34982,positive
34983,positive
34984,neutral
34985,positive
34986,neutral
34987,neutral
34988,neutral
34989,positive
34990,neutral
34991,neutral
34992,positive
34993,neutral
34994,neutral
34995,neutral
34996,neutral
34997,positive
34998,positive
34999,neutral
35000,positive
35001,neutral
35002,neutral
35003,neutral
35004,neutral
35005,neutral
35006,neutral
35007,neutral
35008,positive
35009,negative
35010,positive
35011,positive
35012,positive
35013,neutral
35014,neutral
35015,neutral
35016,positive
35017,positive
35018,neutral
35019,neutral
35020,neutral
35021,neutral
35022,neutral
35023,negative
35024,negative
35025,positive
35026,neutral
35027,neutral
35028,neutral
35029,neutral
35030,neutral
35031,neutral
35032,neutral
35033,neutral
35034,neutral
35035,neutral
35036,negative
35037,neutral
35038,neutral
35039,neutral
35040,positive
35041,positive
35042,positive
35043,neutral
35044,neutral
35045,positive
35046,neutral
35047,neutral
35048,positive
35049,positive
35050,neutral
35051,positive
35052,positive
35053,neutral
35054,neutral
35055,neutral
35056,neutral
35057,neutral
35058,neutral
35059,neutral
35060,positive
35061,neutral
35062,neutral
35063,neutral
35064,neutral
35065,positive
35066,positive
35067,positive
35068,negative
35069,positive
35070,positive
35071,neutral
35072,negative
35073,neutral
35074,positive
35075,neutral
35076,neutral
35077,neutral
35078,positive
35079,negative
35080,neutral
35081,neutral
35082,neutral
35083,negative
35084,neutral
35085,neutral
35086,neutral
35087,positive
35088,neutral
35089,neutral
35090,neutral
35091,neutral
35092,negative
35093,neutral
35094,positive
35095,positive
35096,neutral
35097,neutral
35098,neutral
35099,neutral
35100,negative
35101,neutral
35102,neutral
35103,positive
35104,neutral
35105,positive
35106,positive
35107,neutral
35108,neutral
35109,neutral
35110,positive
35111,neutral
35112,positive
35113,positive
35114,neutral
35115,neutral
35116,positive
35117,neutral
35118,positive
35119,positive
35120,neutral
35121,neutral
35122,negative
35123,positive
35124,positive
35125,positive
35126,positive
35127,negative
35128,negative
35129,neutral
35130,neutral
35131,positive
35132,neutral
35133,positive
35134,neutral
35135,neutral
35136,neutral
35137,neutral
35138,neutral
35139,positive
35140,neutral
35141,neutral
35142,neutral
35143,positive
35144,neutral
35145,neutral
35146,neutral
35147,neutral
35148,positive
35149,neutral
35150,neutral
35151,neutral
35152,neutral
35153,neutral
35154,negative
35155,positive
35156,neutral
35157,neutral
35158,positive
35159,neutral
35160,neutral
35161,neutral
35162,negative
35163,neutral
35164,positive
35165,positive
35166,neutral
35167,neutral
35168,neutral
35169,positive
35170,negative
35171,positive
35172,positive
35173,positive
35174,positive
35175,neutral
35176,positive
35177,neutral
35178,neutral
35179,positive
35180,neutral
35181,positive
35182,negative
35183,neutral
35184,negative
35185,positive
35186,positive
35187,neutral
35188,neutral
35189,neutral
35190,positive
35191,neutral
35192,positive
35193,neutral
35194,positive
35195,neutral
35196,neutral
35197,neutral
35198,neutral
35199,neutral
35200,negative
35201,positive
35202,negative
35203,neutral
35204,neutral
35205,neutral
35206,positive
35207,positive
35208,neutral
35209,neutral
35210,neutral
35211,positive
35212,positive
35213,neutral
35214,neutral
35215,neutral
35216,neutral
35217,neutral
35218,negative
35219,neutral
35220,neutral
35221,neutral
35222,negative
35223,negative
35224,neutral
35225,neutral
35226,neutral
35227,positive
35228,neutral
35229,neutral
35230,neutral
35231,neutral
35232,positive
35233,neutral
35234,positive
35235,positive
35236,positive
35237,positive
35238,neutral
35239,neutral
35240,neutral
35241,neutral
35242,neutral
35243,neutral
35244,neutral
35245,neutral
35246,neutral
35247,neutral
35248,neutral
35249,positive
35250,negative
35251,neutral
35252,neutral
35253,neutral
35254,positive
35255,neutral
35256,neutral
35257,positive
35258,neutral
35259,positive
35260,neutral
35261,negative
35262,negative
35263,positive
35264,neutral
35265,neutral
35266,neutral
35267,neutral
35268,positive
35269,neutral
35270,positive
35271,neutral
35272,neutral
35273,positive
35274,positive
35275,neutral
35276,neutral
35277,neutral
35278,neutral
35279,neutral
35280,neutral
35281,neutral
35282,neutral
35283,neutral
35284,neutral
35285,positive
35286,positive
35287,neutral
35288,neutral
35289,positive
35290,neutral
35291,positive
35292,neutral
35293,positive
35294,neutral
35295,neutral
35296,positive
35297,neutral
35298,neutral
35299,neutral
35300,neutral
35301,positive
35302,neutral
35303,neutral
35304,negative
35305,neutral
35306,neutral
35307,neutral
35308,neutral
35309,neutral
35310,positive
35311,negative
35312,neutral
35313,neutral
35314,positive
35315,neutral
35316,neutral
35317,negative
35318,positive
35319,positive
35320,positive
35321,positive
35322,positive
35323,positive
35324,neutral
35325,neutral
35326,positive
35327,neutral
35328,positive
35329,neutral
35330,neutral
35331,negative
35332,neutral
35333,neutral
35334,positive
35335,neutral
35336,positive
35337,positive
35338,positive
35339,positive
35340,neutral
35341,neutral
35342,positive
35343,positive
35344,positive
35345,positive
35346,neutral
35347,neutral
35348,neutral
35349,neutral
35350,neutral
35351,neutral
35352,neutral
35353,positive
35354,neutral
35355,neutral
35356,neutral
35357,positive
35358,neutral
35359,neutral
35360,neutral
35361,negative
35362,positive
35363,negative
35364,positive
35365,neutral
35366,neutral
35367,neutral
35368,neutral
35369,neutral
35370,negative
35371,neutral
35372,neutral
35373,positive
35374,neutral
35375,negative
35376,positive
35377,negative
35378,neutral
35379,negative
35380,neutral
35381,positive
35382,neutral
35383,neutral
35384,neutral
35385,positive
35386,positive
35387,positive
35388,neutral
35389,negative
35390,negative
35391,neutral
35392,positive
35393,positive
35394,positive
35395,positive
35396,positive
35397,neutral
35398,positive
35399,neutral
35400,positive
35401,neutral
35402,neutral
35403,positive
35404,positive
35405,neutral
35406,neutral
35407,positive
35408,neutral
35409,negative
35410,neutral
35411,neutral
35412,neutral
35413,neutral
35414,neutral
35415,positive
35416,neutral
35417,neutral
35418,neutral
35419,negative
35420,neutral
35421,positive
35422,neutral
35423,neutral
35424,positive
35425,neutral
35426,neutral
35427,positive
35428,neutral
35429,positive
35430,neutral
35431,neutral
35432,neutral
35433,neutral
35434,neutral
35435,neutral
35436,neutral
35437,neutral
35438,positive
35439,neutral
35440,neutral
35441,positive
35442,neutral
35443,positive
35444,negative
35445,neutral
35446,neutral
35447,neutral
35448,positive
35449,neutral
35450,neutral
35451,neutral
35452,neutral
35453,neutral
35454,positive
35455,neutral
35456,neutral
35457,neutral
35458,negative
35459,neutral
35460,positive
35461,neutral
35462,neutral
35463,neutral
35464,neutral
35465,neutral
35466,positive
35467,negative
35468,neutral
35469,neutral
35470,positive
35471,positive
35472,neutral
35473,negative
35474,neutral
35475,positive
35476,neutral
35477,negative
35478,negative
35479,positive
35480,neutral
35481,neutral
35482,neutral
35483,neutral
35484,neutral
35485,positive
35486,neutral
35487,negative
35488,positive
35489,positive
35490,neutral
35491,positive
35492,positive
35493,positive
35494,positive
35495,negative
35496,positive
35497,positive
35498,positive
35499,positive
35500,neutral
35501,positive
35502,neutral
35503,neutral
35504,positive
35505,neutral
35506,positive
35507,neutral
35508,positive
35509,positive
35510,neutral
35511,neutral
35512,positive
35513,neutral
35514,neutral
35515,positive
35516,neutral
35517,positive
35518,positive
35519,neutral
35520,neutral
35521,neutral
35522,positive
35523,neutral
35524,positive
35525,neutral
35526,neutral
35527,positive
35528,neutral
35529,neutral
35530,neutral
35531,neutral
35532,neutral
35533,positive
35534,neutral
35535,neutral
35536,negative
35537,negative
35538,neutral
35539,positive
35540,neutral
35541,positive
35542,neutral
35543,positive
35544,negative
35545,positive
35546,neutral
35547,neutral
35548,neutral
35549,positive
35550,neutral
35551,neutral
35552,neutral
35553,positive
35554,neutral
35555,neutral
35556,neutral
35557,positive
35558,neutral
35559,neutral
35560,neutral
35561,neutral
35562,positive
35563,neutral
35564,positive
35565,neutral
35566,neutral
35567,neutral
35568,neutral
35569,neutral
35570,neutral
35571,positive
35572,positive
35573,positive
35574,positive
35575,positive
35576,negative
35577,neutral
35578,positive
35579,neutral
35580,neutral
35581,positive
35582,positive
35583,positive
35584,negative
35585,positive
35586,positive
35587,positive
35588,neutral
35589,positive
35590,positive
35591,positive
35592,neutral
35593,neutral
35594,positive
35595,positive
35596,neutral
35597,neutral
35598,neutral
35599,positive
35600,neutral
35601,positive
35602,positive
35603,neutral
35604,neutral
35605,neutral
35606,positive
35607,negative
35608,positive
35609,positive
35610,positive
35611,neutral
35612,positive
35613,positive
35614,neutral
35615,positive
35616,neutral
35617,neutral
35618,positive
35619,neutral
35620,neutral
35621,positive
35622,positive
35623,positive
35624,positive
35625,neutral
35626,positive
35627,positive
35628,positive
35629,positive
35630,positive
35631,positive
35632,positive
35633,positive
35634,negative
35635,positive
35636,positive
35637,positive
35638,negative
35639,positive
35640,neutral
35641,neutral
35642,neutral
35643,neutral
35644,positive
35645,positive
35646,neutral
35647,positive
35648,neutral
35649,positive
35650,neutral
35651,neutral
35652,neutral
35653,positive
35654,neutral
35655,positive
35656,positive
35657,neutral
35658,positive
35659,neutral
35660,neutral
35661,positive
35662,neutral
35663,positive
35664,neutral
35665,neutral
35666,positive
35667,negative
35668,neutral
35669,neutral
35670,positive
35671,positive
35672,positive
35673,neutral
35674,neutral
35675,neutral
35676,neutral
35677,neutral
35678,negative
35679,neutral
35680,negative
35681,negative
35682,neutral
35683,negative
35684,positive
35685,positive
35686,positive
35687,neutral
35688,neutral
35689,positive
35690,negative
35691,positive
35692,neutral
35693,positive
35694,neutral
35695,neutral
35696,negative
35697,positive
35698,positive
35699,positive
35700,negative
35701,neutral
35702,negative
35703,neutral
35704,neutral
35705,negative
35706,positive
35707,positive
35708,neutral
35709,positive
35710,positive
35711,positive
35712,neutral
35713,positive
35714,positive
35715,positive
35716,neutral
35717,neutral
35718,neutral
35719,neutral
35720,neutral
35721,positive
35722,neutral
35723,positive
35724,neutral
35725,neutral
35726,neutral
35727,neutral
35728,positive
35729,negative
35730,neutral
35731,neutral
35732,neutral
35733,positive
35734,neutral
35735,neutral
35736,neutral
35737,neutral
35738,positive
35739,positive
35740,neutral
35741,positive
35742,neutral
35743,positive
35744,positive
35745,positive
35746,positive
35747,positive
35748,neutral
35749,neutral
35750,neutral
35751,neutral
35752,neutral
35753,neutral
35754,positive
35755,positive
35756,neutral
35757,neutral
35758,positive
35759,positive
35760,neutral
35761,neutral
35762,neutral
35763,positive
35764,positive
35765,neutral
35766,positive
35767,neutral
35768,neutral
35769,negative
35770,neutral
35771,neutral
35772,positive
35773,positive
35774,neutral
35775,negative
35776,positive
35777,neutral
35778,neutral
35779,neutral
35780,positive
35781,neutral
35782,neutral
35783,neutral
35784,positive
35785,positive
35786,positive
35787,neutral
35788,positive
35789,neutral
35790,negative
35791,positive
35792,neutral
35793,neutral
35794,neutral
35795,neutral
35796,positive
35797,neutral
35798,positive
35799,neutral
35800,neutral
35801,neutral
35802,neutral
35803,neutral
35804,positive
35805,neutral
35806,neutral
35807,neutral
35808,neutral
35809,neutral
35810,positive
35811,neutral
35812,positive
35813,neutral
35814,positive
35815,positive
35816,positive
35817,negative
35818,negative
35819,positive
35820,positive
35821,neutral
35822,positive
35823,positive
35824,positive
35825,neutral
35826,positive
35827,neutral
35828,negative
35829,neutral
35830,neutral
35831,neutral
35832,positive
35833,positive
35834,neutral
35835,neutral
35836,neutral
35837,neutral
35838,positive
35839,positive
35840,positive
35841,positive
35842,positive
35843,neutral
35844,neutral
35845,positive
35846,positive
35847,neutral
35848,neutral
35849,negative
35850,neutral
35851,negative
35852,neutral
35853,positive
35854,neutral
35855,neutral
35856,positive
35857,positive
35858,positive
35859,neutral
35860,neutral
35861,neutral
35862,neutral
35863,neutral
35864,neutral
35865,neutral
35866,positive
35867,positive
35868,neutral
35869,neutral
35870,positive
35871,positive
35872,neutral
35873,positive
35874,neutral
35875,neutral
35876,neutral
35877,neutral
35878,neutral
35879,neutral
35880,positive
35881,neutral
35882,neutral
35883,neutral
35884,neutral
35885,neutral
35886,positive
35887,neutral
35888,neutral
35889,neutral
35890,neutral
35891,neutral
35892,neutral
35893,neutral
35894,positive
35895,neutral
35896,neutral
35897,positive
35898,positive
35899,neutral
35900,neutral
35901,neutral
35902,neutral
35903,neutral
35904,neutral
35905,positive
35906,neutral
35907,positive
35908,neutral
35909,positive
35910,neutral
35911,neutral
35912,neutral
35913,positive
35914,neutral
35915,positive
35916,positive
35917,neutral
35918,neutral
35919,positive
35920,neutral
35921,negative
35922,negative
35923,positive
35924,neutral
35925,positive
35926,positive
35927,positive
35928,neutral
35929,neutral
35930,positive
35931,positive
35932,neutral
35933,positive
35934,neutral
35935,positive
35936,positive
35937,positive
35938,positive
35939,positive
35940,positive
35941,neutral
35942,neutral
35943,neutral
35944,neutral
35945,positive
35946,neutral
35947,positive
35948,positive
35949,neutral
35950,neutral
35951,neutral
35952,neutral
35953,positive
35954,neutral
35955,positive
35956,neutral
35957,positive
35958,neutral
35959,neutral
35960,positive
35961,neutral
35962,positive
35963,positive
35964,positive
35965,neutral
35966,neutral
35967,positive
35968,neutral
35969,neutral
35970,positive
35971,positive
35972,positive
35973,neutral
35974,neutral
35975,positive
35976,neutral
35977,neutral
35978,neutral
35979,positive
35980,positive
35981,neutral
35982,neutral
35983,positive
35984,neutral
35985,negative
35986,neutral
35987,positive
35988,neutral
35989,neutral
35990,neutral
35991,positive
35992,neutral
35993,positive
35994,positive
35995,positive
35996,neutral
35997,positive
35998,positive
35999,negative
36000,neutral
36001,neutral
36002,negative
36003,positive
36004,neutral
36005,neutral
36006,positive
36007,positive
36008,positive
36009,positive
36010,positive
36011,neutral
36012,neutral
36013,neutral
36014,neutral
36015,positive
36016,positive
36017,positive
36018,neutral
36019,neutral
36020,neutral
36021,positive
36022,neutral
36023,negative
36024,neutral
36025,positive
36026,positive
36027,neutral
36028,positive
36029,neutral
36030,neutral
36031,neutral
36032,neutral
36033,negative
36034,negative
36035,neutral
36036,neutral
36037,positive
36038,positive
36039,neutral
36040,neutral
36041,neutral
36042,neutral
36043,neutral
36044,positive
36045,positive
36046,neutral
36047,positive
36048,neutral
36049,positive
36050,neutral
36051,neutral
36052,neutral
36053,neutral
36054,positive
36055,positive
36056,positive
36057,positive
36058,positive
36059,neutral
36060,positive
36061,positive
36062,positive
36063,neutral
36064,neutral
36065,positive
36066,negative
36067,positive
36068,negative
36069,positive
36070,positive
36071,positive
36072,negative
36073,neutral
36074,positive
36075,negative
36076,negative
36077,negative
36078,neutral
36079,positive
36080,neutral
36081,negative
36082,neutral
36083,neutral
36084,negative
36085,neutral
36086,neutral
36087,neutral
36088,positive
36089,neutral
36090,neutral
36091,negative
36092,neutral
36093,positive
36094,positive
36095,positive
36096,neutral
36097,neutral
36098,neutral
36099,positive
36100,positive
36101,positive
36102,neutral
36103,positive
36104,neutral
36105,neutral
36106,neutral
36107,positive
36108,neutral
36109,positive
36110,positive
36111,neutral
36112,neutral
36113,positive
36114,neutral
36115,positive
36116,positive
36117,positive
36118,positive
36119,negative
36120,neutral
36121,neutral
36122,neutral
36123,neutral
36124,negative
36125,positive
36126,positive
36127,neutral
36128,positive
36129,neutral
36130,neutral
36131,neutral
36132,positive
36133,positive
36134,neutral
36135,negative
36136,positive
36137,neutral
36138,positive
36139,positive
36140,positive
36141,positive
36142,neutral
36143,neutral
36144,neutral
36145,neutral
36146,neutral
36147,negative
36148,positive
36149,neutral
36150,positive
36151,neutral
36152,neutral
36153,negative
36154,neutral
36155,neutral
36156,neutral
36157,positive
36158,neutral
36159,neutral
36160,neutral
36161,positive
36162,neutral
36163,positive
36164,neutral
36165,positive
36166,positive
36167,neutral
36168,positive
36169,positive
36170,positive
36171,neutral
36172,neutral
36173,positive
36174,negative
36175,positive
36176,negative
36177,positive
36178,neutral
36179,neutral
36180,neutral
36181,positive
36182,neutral
36183,neutral
36184,neutral
36185,positive
36186,neutral
36187,negative
36188,neutral
36189,negative
36190,neutral
36191,negative
36192,negative
36193,neutral
36194,neutral
36195,neutral
36196,negative
36197,neutral
36198,neutral
36199,positive
36200,neutral
36201,neutral
36202,neutral
36203,neutral
36204,positive
36205,neutral
36206,positive
36207,neutral
36208,neutral
36209,positive
36210,neutral
36211,neutral
36212,neutral
36213,neutral
36214,positive
36215,positive
36216,negative
36217,positive
36218,neutral
36219,positive
36220,positive
36221,neutral
36222,neutral
36223,neutral
36224,neutral
36225,neutral
36226,negative
36227,positive
36228,neutral
36229,neutral
36230,neutral
36231,neutral
36232,neutral
36233,neutral
36234,neutral
36235,neutral
36236,positive
36237,neutral
36238,neutral
36239,neutral
36240,neutral
36241,negative
36242,neutral
36243,neutral
36244,neutral
36245,neutral
36246,neutral
36247,neutral
36248,neutral
36249,neutral
36250,positive
36251,positive
36252,negative
36253,neutral
36254,positive
36255,neutral
36256,neutral
36257,neutral
36258,neutral
36259,positive
36260,neutral
36261,negative
36262,neutral
36263,positive
36264,neutral
36265,neutral
36266,positive
36267,neutral
36268,neutral
36269,neutral
36270,positive
36271,positive
36272,neutral
36273,neutral
36274,neutral
36275,positive
36276,positive
36277,positive
36278,neutral
36279,positive
36280,neutral
36281,positive
36282,neutral
36283,neutral
36284,positive
36285,neutral
36286,neutral
36287,neutral
36288,neutral
36289,neutral
36290,neutral
36291,positive
36292,positive
36293,neutral
36294,neutral
36295,neutral
36296,neutral
36297,neutral
36298,positive
36299,positive
36300,negative
36301,neutral
36302,neutral
36303,neutral
36304,neutral
36305,neutral
36306,neutral
36307,neutral
36308,neutral
36309,neutral
36310,neutral
36311,negative
36312,neutral
36313,neutral
36314,neutral
36315,neutral
36316,neutral
36317,neutral
36318,neutral
36319,neutral
36320,positive
36321,neutral
36322,neutral
36323,neutral
36324,neutral
36325,neutral
36326,neutral
36327,neutral
36328,positive
36329,neutral
36330,negative
36331,positive
36332,neutral
36333,neutral
36334,neutral
36335,positive
36336,negative
36337,positive
36338,neutral
36339,neutral
36340,neutral
36341,neutral
36342,neutral
36343,neutral
36344,positive
36345,positive
36346,positive
36347,positive
36348,neutral
36349,positive
36350,positive
36351,positive
36352,positive
36353,positive
36354,neutral
36355,positive
36356,neutral
36357,negative
36358,neutral
36359,positive
36360,neutral
36361,neutral
36362,positive
36363,positive
36364,positive
36365,positive
36366,neutral
36367,neutral
36368,neutral
36369,positive
36370,positive
36371,neutral
36372,neutral
36373,neutral
36374,neutral
36375,neutral
36376,positive
36377,neutral
36378,neutral
36379,neutral
36380,positive
36381,neutral
36382,positive
36383,neutral
36384,positive
36385,neutral
36386,neutral
36387,neutral
36388,neutral
36389,neutral
36390,negative
36391,neutral
36392,neutral
36393,positive
36394,neutral
36395,positive
36396,neutral
36397,neutral
36398,neutral
36399,neutral
36400,neutral
36401,neutral
36402,neutral
36403,positive
36404,negative
36405,neutral
36406,negative
36407,neutral
36408,neutral
36409,positive
36410,neutral
36411,neutral
36412,neutral
36413,neutral
36414,positive
36415,neutral
36416,neutral
36417,neutral
36418,positive
36419,neutral
36420,negative
36421,neutral
36422,positive
36423,neutral
36424,neutral
36425,neutral
36426,positive
36427,positive
36428,neutral
36429,neutral
36430,neutral
36431,neutral
36432,neutral
36433,neutral
36434,neutral
36435,neutral
36436,neutral
36437,positive
36438,negative
36439,neutral
36440,neutral
36441,neutral
36442,neutral
36443,positive
36444,neutral
36445,neutral
36446,neutral
36447,neutral
36448,neutral
36449,neutral
36450,neutral
36451,neutral
36452,neutral
36453,neutral
36454,neutral
36455,neutral
36456,neutral
36457,neutral
36458,neutral
36459,positive
36460,positive
36461,neutral
36462,neutral
36463,neutral
36464,neutral
36465,neutral
36466,positive
36467,neutral
36468,neutral
36469,negative
36470,neutral
36471,positive
36472,positive
36473,neutral
36474,neutral
36475,neutral
36476,neutral
36477,positive
36478,neutral
36479,neutral
36480,neutral
36481,neutral
36482,neutral
36483,neutral
36484,neutral
36485,neutral
36486,neutral
36487,neutral
36488,positive
36489,neutral
36490,neutral
36491,neutral
36492,positive
36493,neutral
36494,neutral
36495,positive
36496,positive
36497,neutral
36498,positive
36499,positive
36500,positive
36501,neutral
36502,neutral
36503,neutral
36504,neutral
36505,neutral
36506,positive
36507,positive
36508,neutral
36509,neutral
36510,positive
36511,neutral
36512,positive
36513,neutral
36514,neutral
36515,neutral
36516,positive
36517,neutral
36518,positive
36519,positive
36520,neutral
36521,positive
36522,neutral
36523,neutral
36524,positive
36525,neutral
36526,neutral
36527,positive
36528,neutral
36529,neutral
36530,positive
36531,neutral
36532,negative
36533,neutral
36534,neutral
36535,neutral
36536,neutral
36537,neutral
36538,positive
36539,positive
36540,neutral
36541,positive
36542,neutral
36543,positive
36544,positive
36545,positive
36546,positive
36547,neutral
36548,neutral
36549,neutral
36550,neutral
36551,neutral
36552,positive
36553,positive
36554,positive
36555,neutral
36556,positive
36557,neutral
36558,neutral
36559,neutral
36560,positive
36561,neutral
36562,neutral
36563,neutral
36564,neutral
36565,neutral
36566,neutral
36567,neutral
36568,neutral
36569,positive
36570,negative
36571,neutral
36572,neutral
36573,positive
36574,positive
36575,positive
36576,positive
36577,neutral
36578,neutral
36579,neutral
36580,neutral
36581,positive
36582,positive
36583,negative
36584,positive
36585,neutral
36586,neutral
36587,neutral
36588,positive
36589,neutral
36590,neutral
36591,neutral
36592,neutral
36593,positive
36594,neutral
36595,neutral
36596,positive
36597,neutral
36598,negative
36599,neutral
36600,neutral
36601,negative
36602,neutral
36603,neutral
36604,neutral
36605,neutral
36606,neutral
36607,neutral
36608,neutral
36609,neutral
36610,neutral
36611,positive
36612,neutral
36613,neutral
36614,neutral
36615,positive
36616,neutral
36617,neutral
36618,neutral
36619,neutral
36620,neutral
36621,neutral
36622,neutral
36623,negative
36624,positive
36625,positive
36626,neutral
36627,neutral
36628,neutral
36629,positive
36630,neutral
36631,positive
36632,positive
36633,neutral
36634,neutral
36635,neutral
36636,neutral
36637,neutral
36638,neutral
36639,neutral
36640,positive
36641,neutral
36642,positive
36643,neutral
36644,neutral
36645,neutral
36646,positive
36647,positive
36648,positive
36649,neutral
36650,positive
36651,positive
36652,neutral
36653,neutral
36654,neutral
36655,neutral
36656,neutral
36657,neutral
36658,neutral
36659,neutral
36660,positive
36661,neutral
36662,neutral
36663,neutral
36664,positive
36665,neutral
36666,neutral
36667,neutral
36668,positive
36669,neutral
36670,neutral
36671,negative
36672,positive
36673,neutral
36674,positive
36675,neutral
36676,positive
36677,neutral
36678,neutral
36679,neutral
36680,neutral
36681,neutral
36682,negative
36683,positive
36684,positive
36685,neutral
36686,neutral
36687,neutral
36688,positive
36689,neutral
36690,neutral
36691,neutral
36692,neutral
36693,positive
36694,neutral
36695,neutral
36696,positive
36697,neutral
36698,neutral
36699,neutral
36700,neutral
36701,negative
36702,neutral
36703,positive
36704,positive
36705,negative
36706,neutral
36707,neutral
36708,neutral
36709,neutral
36710,neutral
36711,neutral
36712,neutral
36713,neutral
36714,positive
36715,positive
36716,negative
36717,neutral
36718,neutral
36719,neutral
36720,negative
36721,neutral
36722,positive
36723,neutral
36724,positive
36725,neutral
36726,neutral
36727,neutral
36728,neutral
36729,neutral
36730,neutral
36731,neutral
36732,neutral
36733,positive
36734,neutral
36735,neutral
36736,positive
36737,neutral
36738,neutral
36739,positive
36740,positive
36741,neutral
36742,neutral
36743,positive
36744,positive
36745,negative
36746,neutral
36747,positive
36748,neutral
36749,positive
36750,neutral
36751,neutral
36752,neutral
36753,neutral
36754,positive
36755,neutral
36756,neutral
36757,neutral
36758,positive
36759,positive
36760,negative
36761,positive
36762,neutral
36763,negative
36764,neutral
36765,neutral
36766,positive
36767,positive
36768,neutral
36769,neutral
36770,neutral
36771,neutral
36772,positive
36773,neutral
36774,neutral
36775,neutral
36776,neutral
36777,positive
36778,neutral
36779,neutral
36780,positive
36781,neutral
36782,neutral
36783,neutral
36784,neutral
36785,positive
36786,neutral
36787,positive
36788,neutral
36789,negative
36790,neutral
36791,neutral
36792,neutral
36793,neutral
36794,positive
36795,neutral
36796,neutral
36797,neutral
36798,positive
36799,positive
36800,positive
36801,negative
36802,neutral
36803,neutral
36804,neutral
36805,neutral
36806,neutral
36807,neutral
36808,neutral
36809,neutral
36810,neutral
36811,neutral
36812,neutral
36813,neutral
36814,positive
36815,neutral
36816,neutral
36817,neutral
36818,neutral
36819,negative
36820,neutral
36821,neutral
36822,neutral
36823,neutral
36824,neutral
36825,neutral
36826,neutral
36827,neutral
36828,neutral
36829,neutral
36830,neutral
36831,positive
36832,negative
36833,neutral
36834,neutral
36835,neutral
36836,positive
36837,positive
36838,neutral
36839,neutral
36840,negative
36841,positive
36842,positive
36843,neutral
36844,negative
36845,neutral
36846,neutral
36847,neutral
36848,neutral
36849,neutral
36850,neutral
36851,negative
36852,negative
36853,neutral
36854,positive
36855,positive
36856,neutral
36857,neutral
36858,positive
36859,positive
36860,neutral
36861,neutral
36862,negative
36863,neutral
36864,positive
36865,positive
36866,neutral
36867,neutral
36868,neutral
36869,positive
36870,neutral
36871,neutral
36872,neutral
36873,neutral
36874,neutral
36875,neutral
36876,neutral
36877,neutral
36878,neutral
36879,positive
36880,neutral
36881,negative
36882,neutral
36883,neutral
36884,positive
36885,positive
36886,positive
36887,positive
36888,positive
36889,positive
36890,neutral
36891,neutral
36892,neutral
36893,neutral
36894,neutral
36895,positive
36896,positive
36897,neutral
36898,positive
36899,positive
36900,positive
36901,negative
36902,neutral
36903,neutral
36904,neutral
36905,neutral
36906,neutral
36907,negative
36908,neutral
36909,negative
36910,positive
36911,positive
36912,neutral
36913,neutral
36914,neutral
36915,neutral
36916,neutral
36917,positive
36918,positive
36919,neutral
36920,neutral
36921,neutral
36922,positive
36923,neutral
36924,neutral
36925,neutral
36926,positive
36927,neutral
36928,neutral
36929,neutral
36930,neutral
36931,neutral
36932,neutral
36933,positive
36934,positive
36935,positive
36936,positive
36937,neutral
36938,positive
36939,neutral
36940,neutral
36941,neutral
36942,positive
36943,neutral
36944,negative
36945,positive
36946,negative
36947,positive
36948,neutral
36949,neutral
